20191226,南京房产网,南京小区,江宁小区,百家湖小区,同曦青春水岸,(江宁百家湖)秦淮路4号,同曦青春水岸,403位用户已关注,34456元/㎡11月参考均价,2014年建成,塔板结合,1.88元/平米/月,南京同曦物业管理有限公司,南京同曦房地产开发有限公司,5栋,465户,左邻右里店/江苏省南京市江宁区中驰路152号,118.822995,31.959495
20191226,南京房产网,南京小区,秦淮小区,洪家园小区,曙光里,(秦淮洪家园)大明路曙光里56至57号 曙光里75号,曙光里,105位用户已关注,30195元/㎡11月参考均价,2000年建成,塔板结合,0.4至0.8元/平米/月,北京阳光嘉业物业有限公司,南京市秦淮区商业网点房地产开发公司,15栋,646户,风光里店/永乐路3号,118.813168,32.00745
20191226,南京房产网,南京小区,浦口小区,江浦街道小区,雨山新村,(浦口江浦街道)珠江镇文昌路38号 文昌路35号,雨山新村,4位用户已关注,21003元/㎡11月参考均价,2000年建成,板楼,0.3元/平米/月,江苏常发物业服务有限公司,南京市政建设开发有限公司,4栋,131户,北江锦城店B店/浦口区群盛北江豪庭雨山西路89号商业门楼107室,118.627039,32.062768
20191226,南京房产网,南京小区,鼓楼小区,龙江小区,白云园北片,(鼓楼龙江)白云园36号,白云园北片,252位用户已关注,43473元/㎡11月参考均价,1994年建成,板楼/平房,0.4至5元/平米/月,业主自筹物业,白云房地产有限公司,18栋,612户,龙江体育馆店/龙园南路58号,118.750513,32.060824
20191226,南京房产网,南京小区,栖霞小区,仙林小区,康桥圣菲,(栖霞仙林)仙林文范路9号 文范路9号,康桥圣菲,279位用户已关注,44024元/㎡11月参考均价,2006年建成,板楼,1.5元/平米/月,江苏星汉物业管理有限公司,南京星晟房地产开发有限公司,18栋,963户,学则路店/文苑路9号,118.920333,32.10062366
20191226,南京房产网,南京小区,秦淮小区,升州路小区,东止马营,(秦淮升州路)莫愁路东止马营,东止马营,7位用户已关注,32688元/㎡11月参考均价,1990年建成,板楼,0.5元/平米/月,业主自筹物业,南京市建邺区城镇建设综合开发总公司,3栋,102户,朝天宫西街店/江苏省南京市秦淮区朝天宫西街102-6,118.779966,32.038255
20191226,南京房产网,南京小区,秦淮小区,升州路小区,七家湾,(秦淮升州路)七家湾35号,七家湾,24位用户已关注,35674元/㎡11月参考均价,1998年建成,板楼/塔板结合,0.5至1.2元/平米/月,街道办事处（委员会）代管物业,南京建邺城镇建设开发集团有限公司,6栋,587户,秣陵路店/江苏省南京市秦淮区王府大街71号,118.781914,32.037567
20191226,南京房产网,南京小区,建邺小区,汉中门大街小区,汉中新城,(建邺汉中门大街)汉中门大街3号,汉中新城,8位用户已关注,24787元/㎡11月参考均价,1998年建成,板楼,0.5元/平米/月,业主自筹物业,汉中市中辉实业开发有限公司,1栋,229户,汉中门大街店/汉中门大街2号,118.7696228,32.04599597
20191226,南京房产网,南京小区,江宁小区,麒麟镇小区,东麒佳苑,(江宁麒麟镇)南京市江宁区东山街道永安社区上高路东麒佳苑 上高路66号,东麒佳苑,25位用户已关注,19341元/㎡11月参考均价,2000年建成,板楼,0.5元/平米/月,业主自筹物业,合肥万科瑞翔地产有限公司,18栋,1358户,暂无门店信息,118.884599,31.976445
20191226,南京房产网,南京小区,江宁小区,湖熟小区,万科金域东方,(江宁湖熟)梨树园路9号,万科金域东方,61位用户已关注,24833元/㎡10月参考均价,2018年建成,板楼,2.6元/平米/月,南京万科物业管理有限公司,南京裕宁置业有限公司,16栋,1285户,暂无门店信息,118.948133,31.934147
20191226,南京房产网,南京小区,玄武小区,卫岗小区,华盛园,(玄武卫岗)光华路北,华盛园,116位用户已关注,27820元/㎡11月参考均价,1999年建成,板楼,0.25元/平米/月,私人承办物业,南京城市建设开发（集团）总公司,10栋,466户,紫金明珠社区店/秦淮区星海路8号34幢115室,118.8564898,32.02391772
20191226,南京房产网,南京小区,秦淮小区,新街口小区,游府西街4号,(秦淮新街口)游府西街4号,游府西街4号,1位用户已关注,暂无参考均价,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,2栋,23户,游府西街新店B店/秦淮区游府西街43-2号,118.799576,32.044428
20191226,南京房产网,南京小区,玄武小区,樱驼花园小区,东方路88-1号,(玄武樱驼花园)东方路88-1号,东方路88-1号,0位用户已关注,暂无参考均价,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户,樱驼花园店/樱花西路8号,118.844882,32.09326795
20191226,南京房产网,南京小区,栖霞小区,仙林小区,汇杰文庭,(栖霞仙林)仙林大道128号,汇杰文庭,107位用户已关注,43298元/㎡11月参考均价,2007年建成,板楼,1.2至1.9元/平米/月,街道办事处（委员会）代管物业,南京交通投资置业有限公司,67栋,418户,暂无门店信息,118.9402392,32.10323749
20191226,南京房产网,南京小区,江宁小区,东山镇小区,文靖路235号,(江宁东山镇)文靖路235号,文靖路235号,1位用户已关注,暂无参考均价,1995年建成,塔板结合,0.5元/平米/月,暂无信息,暂无信息,1栋,17户,汇景新苑店/江宁区文靖路文靖新村359号,118.851869,31.965891
20191226,南京房产网,南京小区,建邺小区,南湖小区,利民村,(建邺南湖)文体路利民村,利民村,17位用户已关注,30837元/㎡11月参考均价,1986年建成,板楼/塔板结合,0.5元/平米/月,街道办事处（委员会）代管物业,无开发商,16栋,350户,南苑店/集庆门大街18-3号,118.7646004,32.03239806
20191226,南京房产网,南京小区,江宁小区,江宁大学城小区,弘景雅墅,(江宁江宁大学城)弘景大道2888号,弘景雅墅,25位用户已关注,33865元/㎡11月参考均价,2006年建成,板楼/塔板结合,2元/平米/月,业主自筹物业,无开发商,25栋,72户,暂无门店信息,118.895641,31.9152133
20191226,南京房产网,南京小区,浦口小区,桥北小区,离退休干部休养所,(浦口桥北)同意巷113号,离退休干部休养所,0位用户已关注,暂无参考均价,2005年建成,平房,0.5元/平米/月,暂无信息,开发区建设集团建设开发分公司开发,1栋,10户,香邑美颂店/浦园北路,118.731878,32.114846
20191226,南京房产网,南京小区,玄武小区,长江路小区,邓府巷,(玄武长江路)邓府巷19号,邓府巷,5位用户已关注,41734元/㎡11月参考均价,1998年建成,塔板结合,0.5元/平米/月,业主自筹物业,广厦(南京)置业发展有限公司,1栋,30户,洪武北路店/江苏省南京市安将军巷10号楼5单元109,118.7960406,32.04946261
20191226,南京房产网,南京小区,玄武小区,丹凤街小区,同仁新寓,(玄武丹凤街)珠江路88号,同仁新寓,77位用户已关注,33702元/㎡11月参考均价,1996年建成,塔楼,0.8元/平米/月,业主自筹物业,南京市长发都市房产开发有限公司,2栋,640户,木马公寓店/丹凤街3号,118.793248,32.057942
20191226,南京房产网,南京小区,六合小区,大厂小区,杨庄北村,(六合大厂)新华西路杨庄北村,杨庄北村,12位用户已关注,14358元/㎡11月参考均价,1973年建成,板楼,暂无信息,无物业管理服务,南京开发商,29栋,1026户,暂无门店信息,118.7449109,32.21783227
20191226,南京房产网,南京小区,秦淮小区,朝天宫小区,翔宇大厦,(秦淮朝天宫)虎踞南路34-8号,翔宇大厦,0位用户已关注,51190元/㎡11月参考均价,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户,万达华府新店/建邺区新安江街63-3号,118.77431,32.04381
20191226,南京房产网,南京小区,江宁小区,将军大道小区,山水华门浅水湾苑,(江宁将军大道)将军大道58号,山水华门浅水湾苑,31位用户已关注,50066元/㎡11月参考均价,2001年建成,板楼,2.3元/平米/月,江苏华门集团物业管理有限公司,合肥万科瑞翔地产有限公司,8栋,19户,江南文枢苑店/将军大道99-22,118.7934032,31.92582456
