"DAY","STOCK_CODE","STOCK_NAME","CURRENT_PRICE","CHANGEMOUNT","CHANGEPERCENT","VOLUME","TURNOVER","AMPLITUDE","MAXIMUM","MINIMUM","OPEN_TODAY","CLOSE_YESTERDAY","QUANTITY_RELATIVE_RATIO","TURNOVER_RATE","PE","PB","TOTAL_MARKET_VALUE","CURRENT_MARKET","UP_DOWN_60","UP_DOWN_THIS_YEAR"
"20190906","300746","汉嘉设计","14.77","-0.04","-0.27%","24457","36229769","1.62%","14.93","14.69","14.69","14.81","0.62","3.88","45.50","3.34","3107608096","930879279","-10%","-20.29%"
"20190906","000886","海南高速","3.58","-0.01","-0.28%","63708","22806842","1.39%","3.61","3.56","3.60","3.59","1.05","0.66","39.69","1.30","3540005239","3467150994","-9.82%","-5.04%"
"20190906","300629","新劲刚","21.20","-0.06","-0.28%","25142","52996929","2.87%","21.47","20.86","21.20","21.26","0.82","5.78","-","6.17","2120001136","922938684","6.6%","38.21%"
"20190906","002535","林州重机","3.50","-0.01","-0.28%","110177","38500203","1.71%","3.53","3.47","3.50","3.51","0.38","1.94","273.57","1.01","2805890759","1992563160","0.29%","8.7%"
"20190906","603569","长久物流","10.76","-0.03","-0.28%","5298","5709825","1.30%","10.85","10.71","10.82","10.79","0.58","0.09","65.89","2.52","6028550520","6028550606","-3.06%","-1.91%"
"20190906","002280","联络互动","3.59","-0.01","-0.28%","374051","134920941","3.89%","3.68","3.54","3.61","3.60","0.91","2.12","125.25","1.48","7815967146","6329264510","-2.71%","-7.47%"
"20190906","002709","天赐材料","17.50","-0.05","-0.28%","31803","55579036","2.17%","17.70","17.32","17.61","17.55","0.57","0.87","94.96","3.42","9595675058","6407707320","-25.71%","-18.29%"
"20190906","002108","沧州明珠","3.60","-0.01","-0.28%","70931","25577987","1.39%","3.63","3.58","3.62","3.61","0.59","0.50","26.36","1.60","5104526981","5104526956","-7.93%","-15.49%"
"20190906","603389","亚振家居","7.00","-0.02","-0.28%","25496","17810603","2.42%","7.08","6.91","7.02","7.02","0.71","3.37","-","2.46","1839264000","528864000","-12.45%","-35.79%"
"20190906","000078","海王生物","3.52","-0.01","-0.28%","160215","56636715","1.70%","3.57","3.51","3.54","3.53","0.80","0.61","23.86","1.57","9724293012","9229302022","2.62%","18.12%"
"20190906","600565","迪马股份","3.58","-0.01","-0.28%","168792","60295247","1.95%","3.61","3.54","3.58","3.59","0.86","0.71","11.09","1.09","8727954911","8480218930","-1.38%","38.22%"
"20190906","002062","宏润建设","3.53","-0.01","-0.28%","31398","11083967","2.26%","3.58","3.50","3.54","3.54","0.87","0.33","12.67","1.28","3891824968","3387354536","-8.07%","-8.55%"
"20190906","600419","天润乳业","14.16","-0.04","-0.28%","15577","22066239","0.99%","14.27","14.13","14.27","14.20","0.61","0.75","18.91","3.04","2932740127","2932740127","-1.05%","4.81%"
"20190906","600724","宁波富达","3.51","-0.01","-0.28%","14744","5172512","1.42%","3.54","3.49","3.53","3.52","0.54","0.10","8.87","1.87","5072796145","5071748765","-6.38%","1.73%"
"20190906","600327","大东方","3.57","-0.01","-0.28%","31030","11086794","1.96%","3.61","3.54","3.61","3.58","0.70","0.35","7.72","1.12","3158662820","3158662827","-5.05%","-12.5%"
"20190906","002319","乐通股份","10.74","-0.03","-0.28%","15670","16819106","2.51%","10.87","10.60","10.87","10.77","1.27","0.78","-","5.06","2147999954","2147592167","-5.29%","-30.03%"
